SK_ID_CURR,TARGET
101412,0.9
101426,0.9
101427,0.8
101428,0.9
101429,0.8
101434,0.9
101440,0.9
101448,0.9
101449,0.8
101465,0.9
101467,1.0
101472,0.9
101478,0.9
101497,0.8
101504,0.9
101547,0.9
101548,0.9
101555,0.9
101570,0.9
101572,0.9
101578,0.9
101580,0.8
101588,0.9
101602,0.9
101610,0.8
101614,0.9
101616,0.9
101643,0.9
101644,0.9
101649,1.0
101650,0.8
101665,0.9
101667,0.9
101669,0.9
101674,0.9
101675,0.8
101678,0.9
101682,0.9
101686,0.9
101697,0.9
101700,0.9
101711,0.9
101714,0.9
101715,0.9
101728,0.9
101732,0.9
101757,0.8
101758,0.9
101759,0.9
101762,0.9
101764,0.9
101780,0.8
101784,0.9
101789,0.9
101816,0.9
101819,0.9
101827,0.9
101863,0.9
101867,0.9
101870,1.0
101873,0.9
101878,0.8
101879,0.8
101880,0.9
101887,0.8
101897,0.8
101901,0.9
101903,0.9
101920,0.9
101921,0.8
101922,0.9
101961,0.9
101962,0.9
101971,0.9
101976,0.8
102002,0.9
102005,0.9
102007,0.8
102017,0.9
102019,0.9
102029,0.9
102051,0.8
102052,0.9
102054,0.8
102062,0.9
102067,0.8
102068,0.7
102070,0.9
102090,0.8
102092,0.9
102099,0.9
102100,0.9
102112,0.9
102113,0.9
102122,0.7
102123,0.8
102125,0.8
102126,0.9
102146,0.9
102147,0.8
102151,0.9
102158,0.8
102159,0.9
102162,0.9
102165,0.9
102166,0.9
102174,0.9
102193,0.8
102198,0.9
102205,0.8
102206,0.8
102218,0.9
102221,0.8
102230,0.9
102238,0.8
102248,0.8
102252,0.8
102259,0.9
102262,0.9
102273,0.9
102286,0.8
102293,0.9
102294,0.9
102296,0.8
102298,0.9
102303,0.9
102309,0.9
102315,0.9
102340,0.9
102342,0.9
102344,0.9
102346,0.9
102347,0.8
102374,0.9
102380,0.9
102387,0.9
102393,0.9
102403,0.8
102413,0.9
102414,0.8
102415,0.9
102416,0.8
102439,0.9
102441,1.0
102443,0.9
102444,0.8
102445,0.9
102448,0.7
102449,0.8
102450,0.9
102456,0.8
102458,0.8
102459,0.9
102465,0.9
102470,0.9
102471,0.9
102475,0.9
102476,0.9
102506,0.9
102509,0.9
102519,0.9
102522,0.9
102545,0.9
102549,0.9
102562,0.8
102563,0.9
102568,0.9
102582,0.9
102592,0.9
102597,0.9
102605,0.9
102614,0.8
102617,0.9
102634,0.9
102652,0.9
102655,0.9
102671,0.9
102694,0.7
102701,0.9
102703,0.9
102704,0.9
102713,0.9
102720,0.9
102731,0.8
102733,0.9
102749,0.9
102755,0.8
102763,0.8
102770,0.9
102772,0.8
102799,0.8
102838,0.9
102854,0.9
102862,0.8
102863,0.9
102867,0.9
102868,0.9
102878,0.9
102887,0.9
102898,0.9
102904,0.9
102912,0.9
102919,0.9
102927,0.9
102932,0.8
102933,0.9
102935,0.9
102958,0.9
102969,0.9
102971,0.9
102975,0.9
102979,0.9
102982,0.8
102987,0.8
102989,0.8
102995,0.9
102996,0.8
103000,0.9
103001,0.8
103004,0.9
103010,0.8
103025,0.8
103029,0.9
103046,0.9
103056,0.9
103062,0.9
103078,0.9
103083,0.8
103092,0.9
103096,0.8
103097,0.8
103102,0.9
103112,0.8
103132,0.9
103144,0.8
103145,0.9
103146,0.8
103147,0.8
103158,0.9
103171,0.9
103173,0.8
103184,0.9
103195,0.9
103196,0.9
103206,0.9
103230,0.9
103231,0.8
103232,0.9
103239,0.8
103240,0.9
103243,0.9
103252,0.9
103258,0.9
103259,0.8
103279,0.8
103280,0.9
103286,0.9
103287,0.8
103290,0.9
103298,0.9
103315,0.8
103319,0.8
103334,0.9
103336,0.9
103345,0.9
103368,0.9
103371,0.9
103377,0.8
103398,0.9
103404,0.9
103408,0.8
103410,0.8
103418,0.8
103420,0.9
103432,0.8
103433,0.9
103436,0.9
103440,0.9
103453,0.9
103459,0.8
103460,0.9
103461,0.9
103462,0.8
103473,0.9
103474,0.9
103475,0.8
103478,0.8
103480,0.8
103484,0.9
103494,0.9
103513,0.9
103515,0.9
103516,0.8
103525,0.8
103541,0.8
103544,0.9
103562,0.8
103570,0.9
103572,0.9
103574,0.9
103575,0.9
103591,0.8
103594,0.9
103609,0.9
103613,0.9
103614,0.7
103615,0.9
103624,0.8
103625,0.9
103628,0.8
103629,0.9
103647,0.9
103648,0.9
103651,0.8
103658,0.8
103668,0.9
103669,0.9
103676,0.9
103682,0.9
103683,0.9
103689,1.0
103725,0.9
103733,0.8
103744,0.9
103762,0.9
103771,0.8
103773,0.8
103783,0.9
103784,0.8
103808,0.8
103812,0.9
103813,0.9
103814,0.9
103818,0.9
103824,0.9
103828,0.9
103830,0.8
103840,0.9
103842,0.9
103847,0.9
103848,0.9
103851,0.8
103854,0.9
103857,0.9
103861,0.9
103862,0.8
103865,0.8
103870,0.9
103876,0.8
103891,0.9
103908,0.9
103914,0.9
103918,0.9
103940,0.9
103963,0.8
103966,0.9
103971,0.9
103980,0.9
103984,0.8
103985,0.8
103998,0.8
104019,0.9
104026,0.8
104035,0.8
104044,0.8
104045,1.0
104047,0.8
104051,0.9
104058,0.9
104063,0.9
104066,0.8
104087,0.8
104089,0.9
104095,0.9
104098,0.8
104104,0.9
104110,0.8
104120,0.9
104122,0.8
104131,0.9
104132,0.9
104135,0.9
104136,0.9
104149,0.9
104150,0.9
104156,0.9
104165,0.9
104175,0.9
104179,0.9
104184,0.8
104206,0.9
104216,0.8
104230,0.9
104257,0.9
104272,1.0
104273,0.9
104278,0.9
104294,0.9
104295,0.9
104297,0.8
104298,0.9
104308,0.8
104318,0.9
104319,0.9
104320,0.9
104327,0.9
104334,0.8
104344,0.9
104350,0.9
104351,0.8
104354,0.8
104369,0.9
104376,1.0
104381,0.9
104384,0.8
104391,0.9
104394,0.9
104398,0.8
104402,0.9
104408,0.9
104409,0.9
104410,0.9
104412,0.8
104417,0.7
104424,0.9
104426,0.9
104435,0.9
104445,0.9
104458,0.8
104460,0.9
104466,0.9
104472,0.9
104473,0.8
104479,0.9
104480,0.9
104482,0.8
104499,0.9
104501,0.9
104502,0.8
104506,0.9
104510,0.9
104512,1.0
104520,0.8
104528,0.9
104529,0.9
104541,0.9
104578,0.9
104584,0.8
104588,0.8
104602,0.8
104610,0.9
104611,0.8
104618,0.8
104620,0.9
104622,0.9
104624,0.8
104625,0.9
104634,0.9
104639,0.9
104646,0.9
104647,0.9
104652,0.9
104670,0.8
104677,0.8
104685,0.9
104691,0.9
104696,0.8
104699,0.9
104712,0.9
104714,0.9
104717,0.9
104718,0.9
104740,0.9
104741,0.9
104743,0.9
104744,0.7
104747,0.8
104767,0.8
104772,0.8
104776,0.8
104779,0.9
104814,0.9
104815,0.9
104830,0.9
104831,0.8
104833,0.8
104839,0.7
104840,0.9
104860,0.9
104861,0.8
104866,0.8
104870,0.9
104877,0.8
104878,0.9
104879,0.9
104880,0.9
104899,0.9
104906,0.9
104907,0.8
104913,0.8
104916,0.8
104921,0.9
104930,0.8
104931,0.8
104936,0.9
104937,0.9
104942,0.9
104943,0.9
104969,0.9
104972,0.8
104988,0.8
105013,0.9
105015,0.9
105019,0.9
105027,0.9
105030,0.9
105035,0.8
105041,0.9
105051,0.9
105056,0.9
105067,0.8
105071,0.9
105072,1.0
105074,0.8
105091,0.9
105101,0.9
105103,0.9
105134,0.9
105139,0.9
105142,0.8
105146,0.9
105163,0.9
105168,0.9
105172,0.8
105176,0.9
105195,0.8
105196,0.9
105197,0.9
105203,0.8
105223,0.8
105227,0.8
105228,0.8
105230,0.8
105231,0.9
105239,0.9
105242,0.9
105244,0.9
105245,0.9
105248,1.0
105249,0.9
105266,0.8
105271,0.8
105276,0.9
105282,0.9
105292,0.8
105297,0.9
105332,0.8
105333,0.8
105343,0.8
105344,0.9
105345,0.9
105357,0.9
105359,0.8
105366,0.9
105367,0.9
105370,0.8
105377,0.9
105390,0.8
105399,0.9
105403,0.9
105404,0.9
105414,0.9
105417,0.9
105425,0.9
105452,0.9
105454,0.8
105456,0.9
105470,0.9
105471,0.9
105483,1.0
105493,0.8
105508,0.8
105514,0.9
105515,0.9
105528,0.9
105529,0.9
105531,0.9
105532,0.9
105558,0.8
105574,0.8
105578,0.9
105584,0.8
105595,0.9
105617,0.9
105618,0.9
105621,1.0
105625,0.9
105629,0.9
105630,0.9
105634,0.9
105635,0.9
105641,0.9
105647,0.8
105648,0.9
105655,0.9
105657,0.9
105672,0.9
105678,0.8
105682,0.9
105691,0.9
105692,0.8
105706,0.9
105712,0.8
105720,0.9
105734,0.9
105735,0.9
105736,0.9
105737,1.0
105738,0.9
105740,0.8
105744,0.8
105747,0.8
105749,0.7
105754,0.9
105758,0.8
105760,1.0
105767,0.9
105784,0.9
105791,0.9
105802,0.9
105807,0.8
105809,0.8
105816,0.9
105817,0.9
105824,0.9
105832,0.9
105856,0.9
105865,0.9
105899,0.9
105906,0.9
105916,0.8
105923,0.9
105937,0.9
105965,0.9
105966,0.9
105968,0.9
105973,0.9
105976,0.8
105978,0.9
105979,0.9
105991,0.9
105998,0.9
105999,0.9
106000,0.9
106001,0.9
106010,0.8
106011,0.8
106013,0.9
106015,0.9
106026,0.9
106032,0.8
106035,0.9
106040,0.8
106041,0.8
106044,0.9
106053,0.7
106054,0.9
106065,0.9
106081,1.0
106083,0.9
106087,0.9
106090,0.9
106101,0.9
106102,0.9
106109,0.9
106116,0.9
106150,0.8
106155,0.9
106166,0.9
106176,0.9
106189,0.9
106199,0.9
106205,0.9
106206,0.8
106211,0.8
106214,0.9
106216,0.9
106217,0.8
106225,1.0
106249,0.9
106256,0.8
106258,0.9
106261,0.9
106262,0.8
106264,0.9
106271,0.9
106276,0.8
106277,0.8
106286,0.9
106293,1.0
106295,0.9
106296,0.9
106297,0.8
106298,0.9
106311,0.9
106314,0.9
106320,0.9
106334,0.8
106346,0.8
106347,0.9
106349,0.9
106354,0.9
106360,0.8
106373,0.9
106377,0.8
106386,0.9
106387,0.9
106391,0.9
106401,0.9
106411,0.9
106413,0.8
106426,0.9
106427,0.9
106428,0.9
106434,0.9
106438,0.8
106440,0.9
106441,1.0
106452,0.9
106453,0.9
106454,0.9
106457,0.9
106484,0.8
106488,0.9
106491,0.9
106514,0.9
106527,0.9
106528,0.9
106529,0.8
106534,0.8
106550,0.8
106577,0.9
106585,0.9
106590,0.9
106607,0.9
106610,0.8
106611,0.9
106612,0.8
106624,0.9
106631,0.9
106647,0.9
106660,0.8
106674,0.8
106687,0.9
106712,0.9
106713,0.9
106717,0.9
106720,0.9
106721,0.8
106724,0.9
106735,0.9
106739,0.8
106740,0.8
106754,0.9
106760,0.8
106761,0.9
106784,0.8
106787,0.9
106797,0.9
106798,0.8
106802,0.9
106803,0.9
106804,0.8
106805,0.8
106810,0.9
106812,0.9
106813,0.8
106817,0.8
106822,0.9
106823,0.9
106827,0.9
106841,0.9
106851,0.8
106852,0.9
106853,0.9
106854,0.8
106861,0.8
106873,0.8
106877,0.9
106878,0.8
106881,0.8
106900,0.8
106906,0.9
106907,0.9
106914,0.9
106916,0.9
106924,0.9
106931,0.9
106936,0.8
106937,0.8
106938,0.9
106939,0.9
106943,0.8
106944,0.8
106967,0.9
106980,1.0
106986,0.9
106987,0.9
106990,0.8
107013,0.8
107023,0.9
107033,0.9
107037,0.9
107048,0.9
107071,0.9
107081,0.9
107113,0.8
107130,0.9
107131,0.8
107145,0.9
107156,0.9
107219,0.9
107222,0.9
107223,0.8
107232,0.9
107245,0.9
107246,0.9
107247,0.8
107256,1.0
107259,0.7
107260,0.9
107279,0.8
107280,0.9
107281,0.8
107285,0.9
107329,0.9
107337,0.6
107349,1.0
107350,0.8
107351,0.8
107359,0.9
107391,0.9
107394,0.8
107395,0.8
107406,0.9
107416,0.8
107417,0.9
107418,0.8
107419,0.8
107444,0.9
107445,0.8
107446,0.8
107460,0.9
107470,0.9
107475,0.8
107520,0.9
107526,0.9
107527,0.9
107530,0.8
107532,0.9
107534,0.9
107535,0.8
107554,0.8
107556,0.9
107559,0.8
107561,1.0
107564,0.8
107566,0.9
107571,0.9
107590,0.8
107602,0.8
107625,0.9
107626,0.8
107635,0.9
107636,0.9
107645,0.9
107652,0.8
107655,0.9
107668,0.8
107670,0.9
107677,0.9
107680,0.9
107683,0.8
107684,0.9
107691,0.9
107692,0.9
107703,0.9
107709,0.9
107710,0.8
107721,0.9
107725,0.9
107727,0.9
107739,0.9
107740,0.9
107741,0.9
107747,0.9
107765,0.8
107768,0.9
107775,0.9
107782,0.8
107790,0.9
107801,0.9
107807,0.9
107811,0.8
107817,0.9
107826,0.9
107838,0.8
107839,0.8
107843,0.8
107847,0.8
107849,0.9
107850,0.8
107867,0.9
107871,0.8
107908,0.9
107913,0.8
107927,0.9
107931,0.9
107955,0.9
107962,0.9
107977,0.8
107978,0.9
107993,0.9
108010,1.0
108016,0.9
108018,0.7
108027,0.8
108045,0.9
108069,0.9
108082,0.9
108089,0.8
108092,0.9
108106,0.9
108112,0.9
108120,0.8
108122,0.9
108135,0.9
108170,0.9
108171,0.8
108177,0.8
108180,0.9
108183,0.9
108184,0.9
108185,0.9
108192,0.9
108195,0.8
108196,0.9
108218,0.9
108219,0.9
108243,0.9
108249,0.9
108251,0.9
108274,0.9
108280,0.8
108289,0.9
108292,0.7
108295,0.9
108327,0.9
108332,0.9
108346,0.9
108349,0.9
108353,1.0
108362,0.9
108363,0.9
108377,0.9
108378,0.9
108381,0.9
108383,0.8
108390,0.9
108407,0.9
108408,0.9
108411,0.9
108412,0.9
108419,0.9
108436,0.8
108437,0.9
108438,0.9
108441,0.9
108448,1.0
108449,0.9
108466,0.9
108467,0.9
108473,0.8
108474,0.9
108476,1.0
108479,0.9
108486,0.9
108493,0.9
108501,0.9
108506,0.9
108510,0.9
108511,0.9
108514,0.9
108517,0.9
108519,1.0
108522,0.9
108548,0.8
108554,0.9
108555,0.8
108559,0.9
108562,0.9
108571,0.9
108572,0.9
108579,0.9
108583,0.9
108584,0.9
108592,0.9
108602,0.9
108609,0.9
108613,0.8
108616,0.9
108618,0.8
108620,0.9
108643,1.0
108649,0.9
108654,0.8
108655,0.9
108656,0.8
108667,0.9
108668,0.9
108682,0.8
108690,0.8
108691,0.8
108692,0.9
108695,0.9
108699,1.0
108710,0.8
108718,0.8
108739,0.7
108740,0.8
108741,0.9
108742,0.8
108763,0.9
108767,0.9
108769,0.9
108779,0.9
108788,0.9
108801,0.9
108802,0.9
108810,0.8
108811,0.9
108813,0.8
108814,0.8
108825,0.9
108826,0.9
108830,0.8
108834,0.9
108852,0.9
108887,0.9
108901,0.9
108908,0.9
108910,0.8
108920,0.8
108922,0.8
108929,0.8
108930,0.8
108937,0.9
108938,0.9
108943,0.9
108948,0.9
108953,0.9
108956,0.8
108965,1.0
108985,0.8
108986,0.8
108987,0.9
108990,1.0
108991,0.9
108993,0.8
109000,0.8
109001,0.9
109012,0.9
109014,0.9
109015,0.8
109021,0.8
109037,0.9
109042,0.8
109044,0.8
109046,0.9
109064,0.9
109084,0.8
109086,0.9
109092,0.9
109093,0.8
109100,0.9
109101,1.0
109110,0.9
109114,0.9
109126,0.9
109152,0.9
109162,0.9
109167,0.9
109168,0.8
109169,0.9
109179,0.9
109184,0.9
109191,0.8
109192,0.9
109193,0.9
109196,0.8
109206,0.9
109210,0.9
109244,0.9
109249,0.9
109273,0.9
109276,0.8
109281,0.9
109287,0.9
109297,0.9
109298,0.9
109306,0.9
109309,0.9
109321,0.9
109328,0.8
109336,0.8
109342,0.9
109346,0.9
109347,0.8
109348,0.9
109362,0.9
109363,0.9
109367,1.0
109370,0.9
109393,0.7
109405,0.9
109413,0.8
109414,0.8
109421,0.9
109427,0.9
109428,0.9
109429,0.8
109437,0.9
109443,0.8
109461,0.9
109468,0.8
109469,0.9
109471,0.8
109479,0.9
109484,0.8
109501,0.7
109505,0.9
109535,0.9
109539,0.9
109544,0.8
109545,0.8
109551,0.9
109553,0.8
109555,0.9
109561,0.9
109580,0.9
109583,0.9
109593,0.9
109604,0.9
109620,0.8
109635,1.0
109637,0.9
109638,0.9
109642,0.9
109649,0.9
109652,0.9
109656,0.9
109663,0.9
109696,0.9
109700,0.8
109709,0.8
109735,1.0
109740,0.9
109741,0.8
109749,0.8
109764,0.8
109771,0.8
109772,0.9
109773,0.8
109798,0.9
109802,0.8
109804,0.9
109813,0.8
109818,0.9
109848,0.9
109850,0.9
109851,0.9
109855,0.9
109871,0.9
109877,0.9
109883,0.9
109886,0.9
109905,0.9
109936,0.8
109950,0.9
109958,0.9
109959,0.8
109969,0.9
109971,0.9
109984,0.9
109985,0.8
109988,0.8
109992,0.9
110005,0.8
110009,0.9
110011,0.9
110014,0.9
110026,0.9
110042,0.9
110058,0.9
110069,0.9
110080,0.9
110087,0.8
110091,0.8
110094,0.9
110098,0.9
110105,0.8
110117,0.8
110136,0.9
110138,0.9
110149,0.9
110164,0.9
110202,0.8
110212,0.9
110226,0.9
110236,0.9
110249,0.9
110257,0.8
110258,0.9
110277,0.9
110282,0.9
110284,0.9
110286,0.9
110289,1.0
110304,0.8
110319,0.9
110324,0.9
110326,0.9
110335,1.0
110337,0.9
110338,0.9
110343,0.9
110345,0.9
110347,0.9
110355,0.9
110359,0.9
110360,0.9
110364,0.9
110371,0.8
110372,0.9
110376,0.8
110379,0.9
110380,0.8
110393,0.8
110401,0.8
110406,0.8
110411,0.8
110416,0.9
110420,0.8
110443,0.9
110465,0.9
110468,0.9
110469,0.8
110471,0.9
110487,0.7
110491,0.9
110504,0.9
110547,0.9
110550,0.9
110559,0.8
110578,0.8
110582,0.9
110590,0.9
110598,1.0
110601,0.8
110602,0.9
110604,0.9
110625,0.8
110626,0.8
110636,0.8
110637,0.9
110638,0.8
110646,0.9
110648,0.8
110652,0.9
110681,0.9
110682,0.9
110687,0.9
110691,0.8
110694,0.8
110695,0.9
110696,0.9
110708,0.9
110710,0.9
110717,0.9
110730,0.9
110740,0.9
110742,0.9
110747,0.9
110761,0.9
110766,0.9
110769,0.8
110774,0.9
110803,0.8
110805,0.9
110809,0.8
110827,0.8
110832,0.8
110839,0.9
110859,0.8
110861,1.0
110863,0.8
110865,0.8
110881,0.9
110889,0.9
110891,0.9
110894,0.8
110895,0.9
110907,0.8
110914,0.8
110933,0.9
110934,0.8
110937,0.8
110953,0.8
110954,0.9
110958,0.9
110970,0.8
110974,0.9
110977,0.9
110989,0.9
110993,0.9
110994,0.8
111018,0.8
111019,0.9
111030,0.9
111032,0.9
111041,0.9
111045,0.9
111048,1.0
111052,0.9
111070,0.9
111084,0.9
111091,0.9
111104,0.9
111108,0.9
111112,0.8
111127,0.9
111142,0.9
111146,0.9
111165,0.9
111168,0.9
111169,0.8
111172,0.8
111173,0.9
111174,0.8
111175,0.8
111176,0.9
111177,0.9
111180,1.0
111182,0.8
111192,0.8
111194,0.9
111196,0.9
111197,0.8
111198,0.9
111205,0.9
111207,0.8
111222,0.9
111228,0.9
111233,0.9
111256,0.9
111258,0.8
111262,0.8
111263,0.9
111267,0.9
111269,0.9
111276,0.9
111277,0.9
111279,0.9
111290,0.9
111294,0.9
111295,0.8
111315,0.9
111318,0.9
111327,0.9
111328,0.9
111332,0.9
111338,0.9
111343,0.8
111344,0.9
111345,0.8
111347,0.9
111356,0.8
111359,0.8
111367,0.9
111368,0.9
111391,0.8
111408,0.9
111412,0.9
111419,0.8
111422,0.8
111423,0.8
111439,0.9
111452,0.9
111456,0.9
111467,0.9
111478,0.8
111482,0.8
111488,0.9
111503,0.9
111510,0.9
111512,0.9
111518,0.8
111532,0.9
111537,0.9
111541,0.9
111544,0.8
111550,0.8
111554,0.8
111560,0.9
111566,1.0
111567,0.8
111592,0.9
111618,0.8
111620,0.8
111627,0.9
111641,0.9
111646,0.8
111652,0.9
111657,0.8
111664,1.0
111665,0.9
111669,0.8
111673,0.9
111687,0.8
111688,0.8
111689,0.9
111694,0.9
111695,0.8
111698,0.9
111703,0.9
111709,0.9
111712,0.9
111715,0.8
111724,0.8
111730,0.9
111747,0.9
111760,0.9
111761,0.9
111763,0.9
111776,0.9
111777,0.9
111781,0.9
111793,0.9
111804,0.8
111810,0.9
111816,0.9
111818,0.9
111830,1.0
111832,0.9
111841,0.9
111842,0.8
111843,0.8
111846,0.9
111848,0.9
111856,1.0
111857,0.8
111877,0.8
111882,0.9
111883,0.8
111891,1.0
111893,0.8
111901,0.8
111912,0.9
111913,0.9
111955,0.9
111958,0.9
111960,0.9
111967,0.9
112000,0.8
112003,0.8
112015,0.9
112019,0.8
112020,0.8
112028,0.9
112029,0.8
112031,0.8
112039,0.8
112042,1.0
112049,0.9
112052,0.9
112054,0.9
112055,0.8
112063,0.9
112070,0.8
112071,0.9
112080,0.8
112083,1.0
112085,0.9
112089,0.9
112098,0.9
112100,0.8
112105,0.8
112124,0.9
112126,0.9
112127,0.9
112128,0.8
112148,0.9
112149,0.8
112165,0.9
112170,0.8
112171,0.8
112176,0.9
112186,0.8
112199,0.9
112203,0.9
112214,0.9
112215,0.9
112216,0.9
112224,0.9
112225,0.9
112231,0.9
112234,0.8
112235,0.9
112236,0.8
112254,0.9
112265,0.8
112271,0.9
112284,0.9
112287,0.7
112295,0.9
112303,0.7
112307,0.9
112310,0.9
112312,0.9
112313,0.9
112326,0.9
112333,0.9
112334,0.9
112339,0.9
112347,0.8
112350,0.9
112356,0.9
112357,0.9
112359,0.9
112360,0.9
112371,0.9
112385,0.9
112392,0.9
112401,0.8
112405,0.8
112414,0.9
112429,0.8
112448,0.9
112467,0.8
112468,0.9
112469,0.9
112491,0.9
112500,0.9
112510,0.9
112535,0.9
112537,0.9
112551,0.8
112552,0.8
112556,0.9
112577,0.9
112590,0.9
112593,0.9
112596,0.9
112601,0.9
112604,0.9
112622,0.8
112655,0.9
112663,0.8
112667,0.9
112670,0.9
112676,0.8
112677,0.9
112679,0.9
112683,0.9
112688,0.8
112692,0.9
112696,0.9
112702,0.9
112709,0.9
112720,0.8
112735,0.9
112738,0.8
112742,0.8
112748,0.8
112749,0.8
112766,0.9
112767,0.9
112769,0.9
112771,0.9
112775,0.9
112794,0.9
112795,0.9
112796,0.8
112815,0.9
112817,0.8
112821,0.9
112822,0.8
112829,0.8
112831,0.8
112835,0.9
112838,0.9
112842,0.8
112844,0.9
112845,0.9
112846,0.9
112847,0.9
112867,0.8
112868,0.9
112874,0.9
112879,0.9
112882,0.9
112886,0.9
112895,0.9
112896,0.9
112902,0.9
112904,0.8
112917,0.8
112932,0.8
112944,0.9
112946,0.9
112947,0.8
112948,0.8
112966,0.8
112967,0.9
112971,0.9
112973,0.7
112974,0.8
112978,0.9
112988,0.9
112992,0.8
113003,0.9
113004,0.9
113007,0.9
113020,0.9
113025,0.8
113032,0.9
113042,0.9
113047,0.9
113066,0.9
113067,0.9
113071,0.9
113087,0.8
113108,0.9
113109,0.9
113123,0.9
113128,0.8
113134,0.9
113151,0.8
113175,0.9
113181,0.9
113188,0.7
113191,0.9
113193,0.8
113201,0.9
113209,0.9
113222,0.8
113248,0.9
113272,0.9
113276,0.8
113287,0.9
113302,0.9
113308,0.9
113316,0.8
113318,0.9
113320,0.9
113322,0.8
113325,0.9
113326,0.9
113332,0.8
113346,0.9
113352,0.9
113361,0.9
113362,0.9
113365,0.8
113366,0.9
113368,0.9
113382,0.8
113385,0.9
113390,0.8
113391,0.8
113393,0.9
113396,0.7
113397,0.9
113402,0.9
113403,0.9
113405,0.9
113406,0.8
113410,0.8
113413,0.9
113418,0.9
113419,1.0
113435,0.8
113438,0.9
113447,0.9
113458,1.0
113466,0.9
113475,0.8
113482,0.7
113490,0.9
113505,0.8
113508,0.8
113520,0.9
113532,0.8
113535,0.8
113549,0.9
113557,0.9
113558,0.8
113561,0.9
113566,0.9
113569,1.0
113574,0.9
113576,0.8
113577,0.9
113585,0.9
113587,0.8
113599,0.8
113601,0.9
113602,0.9
113605,0.9
113609,0.9
113611,0.9
113616,0.9
113627,0.8
113631,0.9
113643,0.9
113652,0.9
113657,0.8
113659,0.9
113672,0.9
113680,0.8
113692,0.8
113694,0.9
113695,0.9
113701,0.9
113733,0.8
113738,0.7
113740,0.8
113742,0.9
113777,0.9
113783,0.9
113788,0.9
113789,0.8
113791,0.8
113795,0.8
113799,0.8
113805,0.9
113820,0.9
113822,0.9
113824,0.8
113829,0.9
113832,0.8
113833,1.0
113841,0.9
113849,0.9
113862,0.9
113863,0.9
113864,0.8
113870,0.9
113875,0.9
113882,0.9
113887,0.7
113894,0.9
113909,0.9
113930,0.9
113936,0.9
113939,0.9
113942,0.9
113943,0.8
113945,0.9
113947,0.8
113950,0.8
113951,0.8
113957,0.9
113966,0.9
113967,0.9
113977,0.8
113984,0.9
113986,0.8
113992,0.9
113998,0.9
113999,0.9
114003,0.7
